email,hidden_ability,language,name,persona,preferred_paper_type,strong_chapter_ids,student_code,synthetic_student_index,target_grade,target_score,user_id,weak_chapter_ids
synthetic.student0540@mathsy.synthetic,0.6437,bm,Synthetic Student 540 (C+ Level),Flexible Learner,kertas2,"[16, 11, 2, 10]",STU-SYN0540,540,C+,59.17,15302,"[13, 17, 5, 12, 1]"
synthetic.student0541@mathsy.synthetic,0.4037,bm,Synthetic Student 541 (G Level),Fresh Starter,mixed,"[6, 10, 11, 8]",STU-SYN0541,541,G,25,15303,"[13, 15, 9, 2]"
synthetic.student0542@mathsy.synthetic,0.665,english,Synthetic Student 542 (B Level),Weekend Learner,kertas1,"[4, 3, 11]",STU-SYN0542,542,B,61.91,15304,"[12, 1]"
synthetic.student0543@mathsy.synthetic,0.7122,bm,Synthetic Student 543 (B+ Level),Deep Focus Learner,kertas2,"[13, 11, 1, 3]",STU-SYN0543,543,B+,68.49,15305,"[12, 8, 14, 5]"
synthetic.student0544@mathsy.synthetic,0.6494,english,Synthetic Student 544 (B+ Level),Consistent Climber,kertas1,"[18, 14, 1]",STU-SYN0544,544,B+,66.28,15306,"[16, 10, 3, 5]"
synthetic.student0545@mathsy.synthetic,0.6979,bm,Synthetic Student 545 (B+ Level),Flexible Learner,kertas2,"[16, 8, 18]",STU-SYN0545,545,B+,68.49,15307,"[17, 10]"
synthetic.student0546@mathsy.synthetic,0.8517,bm,Synthetic Student 546 (A Level),High Achiever,kertas1,"[12, 3, 14, 5]",STU-SYN0546,546,A,85.61,15308,"[4, 13, 8, 16]"
synthetic.student0547@mathsy.synthetic,0.693,english,Synthetic Student 547 (B+ Level),Deep Focus Learner,kertas1,"[4, 3, 11, 8]",STU-SYN0547,547,B+,65.94,15309,"[17, 9, 14]"
synthetic.student0548@mathsy.synthetic,0.5899,bm,Synthetic Student 548 (C+ Level),Weekend Learner,mixed,"[1, 18, 9, 8]",STU-SYN0548,548,C+,58.36,15310,"[4, 6]"
synthetic.student0549@mathsy.synthetic,0.5861,english,Synthetic Student 549 (E Level),Fresh Starter,kertas2,"[8, 13]",STU-SYN0549,549,E,40.25,15311,"[11, 1, 12, 7, 14]"
synthetic.student0550@mathsy.synthetic,0.7167,english,Synthetic Student 550 (A- Level),Flexible Learner,kertas2,"[15, 2, 12, 16]",STU-SYN0550,550,A-,70.16,15312,"[5, 13]"
synthetic.student0551@mathsy.synthetic,0.6115,bm,Synthetic Student 551 (C Level),Deep Focus Learner,mixed,"[9, 11, 14, 5]",STU-SYN0551,551,C,54.1,15313,"[10, 6, 17, 18]"
synthetic.student0552@mathsy.synthetic,0.833,bm,Synthetic Student 552 (A Level),Consistent Climber,mixed,"[13, 17, 10]",STU-SYN0552,552,A,80.69,15314,"[5, 16, 3, 12, 8]"
synthetic.student0553@mathsy.synthetic,0.5007,english,Synthetic Student 553 (E Level),Deep Focus Learner,kertas2,"[4, 17, 6]",STU-SYN0553,553,E,41.63,15315,"[1, 5, 18, 13, 12]"
synthetic.student0554@mathsy.synthetic,0.7793,bm,Synthetic Student 554 (A- Level),Flexible Learner,kertas2,"[5, 12, 14, 1]",STU-SYN0554,554,A-,77.79,15316,"[15, 7]"
synthetic.student0555@mathsy.synthetic,0.5309,english,Synthetic Student 555 (C Level),Deep Focus Learner,kertas1,"[4, 7, 15]",STU-SYN0555,555,C,50.96,15317,"[17, 11, 16]"
synthetic.student0556@mathsy.synthetic,0.6346,english,Synthetic Student 556 (B Level),Deep Focus Learner,kertas1,"[14, 11, 9, 16]",STU-SYN0556,556,B,60.76,15318,"[12, 18, 7]"
synthetic.student0557@mathsy.synthetic,0.7906,english,Synthetic Student 557 (A- Level),Consistent Climber,kertas1,"[8, 1]",STU-SYN0557,557,A-,78.88,15319,"[9, 15, 11, 13]"
synthetic.student0558@mathsy.synthetic,0.6185,bm,Synthetic Student 558 (C+ Level),Flexible Learner,kertas2,"[17, 6]",STU-SYN0558,558,C+,55.06,15320,"[7, 3, 8, 16, 13]"
synthetic.student0559@mathsy.synthetic,0.7145,english,Synthetic Student 559 (A- Level),Consistent Climber,kertas1,"[5, 17]",STU-SYN0559,559,A-,75.23,15321,"[9, 14]"
synthetic.student0560@mathsy.synthetic,0.8307,bm,Synthetic Student 560 (A Level),Consistent Climber,mixed,"[10, 18, 7, 9]",STU-SYN0560,560,A,83.04,15322,"[3, 15, 12, 17, 2]"
synthetic.student0561@mathsy.synthetic,0.6861,english,Synthetic Student 561 (B Level),Deep Focus Learner,kertas2,"[7, 6]",STU-SYN0561,561,B,63.81,15323,"[3, 8, 10, 2]"
synthetic.student0562@mathsy.synthetic,0.5388,english,Synthetic Student 562 (C Level),Flexible Learner,mixed,"[11, 4]",STU-SYN0562,562,C,50.31,15324,"[2, 1, 10, 7]"
synthetic.student0563@mathsy.synthetic,0.5075,bm,Synthetic Student 563 (G Level),Fresh Starter,kertas1,"[1, 10, 5]",STU-SYN0563,563,G,33.46,15325,"[13, 14, 11, 7, 15]"
synthetic.student0564@mathsy.synthetic,0.3888,english,Synthetic Student 564 (G Level),Fresh Starter,mixed,"[3, 9]",STU-SYN0564,564,G,26.7,15326,"[16, 5, 1, 12]"
synthetic.student0565@mathsy.synthetic,0.7394,english,Synthetic Student 565 (A- Level),Deep Focus Learner,kertas2,"[15, 11]",STU-SYN0565,565,A-,71.34,15327,"[9, 12]"
synthetic.student0566@mathsy.synthetic,0.6338,english,Synthetic Student 566 (B Level),Weekend Learner,kertas2,"[4, 2, 7, 16]",STU-SYN0566,566,B,60.19,15328,"[17, 12, 3]"
synthetic.student0567@mathsy.synthetic,0.613,english,Synthetic Student 567 (B Level),Consistent Climber,mixed,"[12, 13, 6, 7]",STU-SYN0567,567,B,63.06,15329,"[1, 10, 3]"
synthetic.student0568@mathsy.synthetic,0.6063,bm,Synthetic Student 568 (C+ Level),Deep Focus Learner,mixed,"[8, 3]",STU-SYN0568,568,C+,55.11,15330,"[6, 12, 7, 18]"
synthetic.student0569@mathsy.synthetic,0.5913,english,Synthetic Student 569 (C+ Level),Consistent Climber,kertas2,"[18, 11, 9]",STU-SYN0569,569,C+,58.66,15331,"[4, 5, 7, 16, 2]"
synthetic.student0570@mathsy.synthetic,0.515,english,Synthetic Student 570 (D Level),Weekend Learner,kertas2,"[4, 18, 7]",STU-SYN0570,570,D,48.15,15332,"[14, 10]"
synthetic.student0571@mathsy.synthetic,0.5851,bm,Synthetic Student 571 (B Level),Consistent Climber,mixed,"[17, 3, 12]",STU-SYN0571,571,B,60.94,15333,"[9, 1, 2, 6]"
synthetic.student0572@mathsy.synthetic,0.8129,english,Synthetic Student 572 (A Level),Consistent Climber,kertas2,"[3, 15, 4]",STU-SYN0572,572,A,84.92,15334,"[8, 1]"
synthetic.student0573@mathsy.synthetic,0.6957,bm,Synthetic Student 573 (A- Level),Consistent Climber,mixed,"[12, 14, 1]",STU-SYN0573,573,A-,72.95,15335,"[9, 16, 17]"
synthetic.student0574@mathsy.synthetic,0.7627,english,Synthetic Student 574 (A- Level),Flexible Learner,kertas2,"[17, 8, 7, 4]",STU-SYN0574,574,A-,74.93,15336,"[14, 2]"
synthetic.student0575@mathsy.synthetic,0.6581,bm,Synthetic Student 575 (B Level),Flexible Learner,kertas1,"[4, 6, 12]",STU-SYN0575,575,B,60.65,15337,"[8, 9, 16, 17, 13]"
synthetic.student0576@mathsy.synthetic,0.8565,english,Synthetic Student 576 (A Level),Consistent Climber,kertas2,"[1, 7, 12, 2]",STU-SYN0576,576,A,88.85,15338,"[14, 6]"
synthetic.student0577@mathsy.synthetic,0.828,english,Synthetic Student 577 (A Level),Consistent Climber,mixed,"[18, 15, 6]",STU-SYN0577,577,A,85.81,15339,"[13, 8]"
synthetic.student0578@mathsy.synthetic,0.5977,english,Synthetic Student 578 (B Level),Consistent Climber,kertas2,"[12, 6]",STU-SYN0578,578,B,61.62,15340,"[18, 10, 1]"
synthetic.student0579@mathsy.synthetic,0.7774,english,Synthetic Student 579 (A- Level),Consistent Climber,kertas1,"[16, 2, 15]",STU-SYN0579,579,A-,79.21,15341,"[3, 12, 8, 11]"
synthetic.student0580@mathsy.synthetic,0.7757,english,Synthetic Student 580 (A- Level),Flexible Learner,mixed,"[8, 18, 11, 2]",STU-SYN0580,580,A-,73.6,15342,"[15, 10, 5, 14]"
synthetic.student0581@mathsy.synthetic,0.5834,english,Synthetic Student 581 (D Level),Fresh Starter,kertas1,"[13, 7]",STU-SYN0581,581,D,45.72,15343,"[5, 9, 11]"
synthetic.student0582@mathsy.synthetic,0.5854,english,Synthetic Student 582 (B Level),Flexible Learner,mixed,"[16, 12, 4]",STU-SYN0582,582,B,60.38,15344,"[11, 5]"
synthetic.student0583@mathsy.synthetic,0.4885,bm,Synthetic Student 583 (D Level),Flexible Learner,kertas1,"[12, 1, 14, 5]",STU-SYN0583,583,D,49.82,15345,"[7, 16]"
synthetic.student0584@mathsy.synthetic,0.6054,english,Synthetic Student 584 (C+ Level),Flexible Learner,kertas1,"[15, 16]",STU-SYN0584,584,C+,56.08,15346,"[14, 11, 1, 2, 6]"
synthetic.student0585@mathsy.synthetic,0.6092,bm,Synthetic Student 585 (C+ Level),Flexible Learner,kertas2,"[2, 5, 3, 10]",STU-SYN0585,585,C+,59.04,15347,"[15, 6]"
synthetic.student0586@mathsy.synthetic,0.6089,english,Synthetic Student 586 (B Level),Consistent Climber,kertas2,"[7, 2]",STU-SYN0586,586,B,64.83,15348,"[18, 16]"
synthetic.student0587@mathsy.synthetic,0.4631,bm,Synthetic Student 587 (G Level),Fresh Starter,mixed,"[8, 1, 18, 15]",STU-SYN0587,587,G,30.24,15349,"[14, 16, 9, 13, 10]"
synthetic.student0588@mathsy.synthetic,0.7922,english,Synthetic Student 588 (A Level),Consistent Climber,kertas1,"[15, 4]",STU-SYN0588,588,A,82.04,15350,"[9, 8]"
synthetic.student0589@mathsy.synthetic,0.6,english,Synthetic Student 589 (D Level),Fresh Starter,kertas1,"[5, 3, 2]",STU-SYN0589,589,D,48.52,15351,"[10, 8]"
synthetic.student0590@mathsy.synthetic,0.3508,bm,Synthetic Student 590 (G Level),Fresh Starter,kertas2,"[5, 15, 8, 1]",STU-SYN0590,590,G,25,15352,"[14, 18, 4, 3, 16]"
synthetic.student0591@mathsy.synthetic,0.6221,bm,Synthetic Student 591 (C+ Level),Weekend Learner,kertas1,"[7, 15, 16, 10]",STU-SYN0591,591,C+,58.07,15353,"[17, 2, 8, 1]"
synthetic.student0592@mathsy.synthetic,0.705,english,Synthetic Student 592 (B+ Level),Deep Focus Learner,kertas1,"[14, 16, 9]",STU-SYN0592,592,B+,66.5,15354,"[5, 6, 4, 18]"
synthetic.student0593@mathsy.synthetic,0.8132,english,Synthetic Student 593 (A- Level),Deep Focus Learner,kertas2,"[5, 4]",STU-SYN0593,593,A-,74.36,15355,"[10, 9, 8, 11, 18]"
synthetic.student0594@mathsy.synthetic,0.6363,english,Synthetic Student 594 (B Level),Consistent Climber,kertas1,"[12, 6, 14]",STU-SYN0594,594,B,62.27,15356,"[5, 4, 13, 16]"
synthetic.student0595@mathsy.synthetic,0.7089,english,Synthetic Student 595 (B+ Level),Consistent Climber,kertas2,"[10, 8, 2, 18]",STU-SYN0595,595,B+,69.33,15357,"[5, 7, 12, 13, 3]"
synthetic.student0596@mathsy.synthetic,0.4887,english,Synthetic Student 596 (E Level),Deep Focus Learner,kertas1,"[17, 13, 8]",STU-SYN0596,596,E,44.16,15358,"[14, 4, 6, 15]"
synthetic.student0597@mathsy.synthetic,0.7219,bm,Synthetic Student 597 (A- Level),Consistent Climber,mixed,"[11, 8, 12, 13]",STU-SYN0597,597,A-,77.09,15359,"[7, 4]"
synthetic.student0598@mathsy.synthetic,0.6818,english,Synthetic Student 598 (B+ Level),Weekend Learner,kertas1,"[12, 13, 6, 9]",STU-SYN0598,598,B+,65.9,15360,"[14, 16, 4]"
synthetic.student0599@mathsy.synthetic,0.6917,english,Synthetic Student 599 (B+ Level),Deep Focus Learner,kertas1,"[3, 13, 15]",STU-SYN0599,599,B+,67.18,15361,"[10, 17]"
synthetic.student0600@mathsy.synthetic,0.548,english,Synthetic Student 600 (C Level),Deep Focus Learner,mixed,"[7, 3]",STU-SYN0600,600,C,53.98,15362,"[16, 13]"
synthetic.student0601@mathsy.synthetic,0.7184,english,Synthetic Student 601 (B+ Level),Deep Focus Learner,kertas1,"[10, 2, 12, 17]",STU-SYN0601,601,B+,66.45,15363,"[18, 6, 1, 5, 11]"
synthetic.student0602@mathsy.synthetic,0.4685,english,Synthetic Student 602 (D Level),Flexible Learner,kertas1,"[8, 13, 7]",STU-SYN0602,602,D,45.09,15364,"[11, 6, 12]"
synthetic.student0603@mathsy.synthetic,0.7015,english,Synthetic Student 603 (A- Level),Consistent Climber,kertas1,"[3, 7]",STU-SYN0603,603,A-,76.1,15365,"[4, 2]"
synthetic.student0604@mathsy.synthetic,0.7522,bm,Synthetic Student 604 (A- Level),Deep Focus Learner,kertas1,"[15, 2, 16, 5]",STU-SYN0604,604,A-,71.01,15366,"[7, 14, 12, 3, 9]"
synthetic.student0605@mathsy.synthetic,0.6924,bm,Synthetic Student 605 (B+ Level),Flexible Learner,kertas1,"[3, 17, 11, 15]",STU-SYN0605,605,B+,67.15,15367,"[18, 6, 1]"
synthetic.student0606@mathsy.synthetic,0.4928,english,Synthetic Student 606 (E Level),Weekend Learner,kertas2,"[17, 7, 2]",STU-SYN0606,606,E,44.67,15368,"[10, 12, 11, 15]"
synthetic.student0607@mathsy.synthetic,0.7507,english,Synthetic Student 607 (A- Level),Flexible Learner,kertas1,"[17, 5]",STU-SYN0607,607,A-,73.62,15369,"[12, 7, 16]"
synthetic.student0608@mathsy.synthetic,0.6799,english,Synthetic Student 608 (B Level),Deep Focus Learner,kertas1,"[9, 8, 14, 11]",STU-SYN0608,608,B,64.21,15370,"[15, 17]"
synthetic.student0609@mathsy.synthetic,0.6184,english,Synthetic Student 609 (B Level),Consistent Climber,mixed,"[12, 13]",STU-SYN0609,609,B,62.65,15371,"[2, 3, 17, 9]"
synthetic.student0610@mathsy.synthetic,0.815,english,Synthetic Student 610 (A Level),Consistent Climber,kertas2,"[7, 8, 14]",STU-SYN0610,610,A,85.77,15372,"[11, 10]"
synthetic.student0611@mathsy.synthetic,0.5402,english,Synthetic Student 611 (C Level),Deep Focus Learner,kertas1,"[3, 16, 14, 9]",STU-SYN0611,611,C,52.33,15373,"[6, 7]"
synthetic.student0612@mathsy.synthetic,0.5422,bm,Synthetic Student 612 (D Level),Flexible Learner,mixed,"[7, 8, 17]",STU-SYN0612,612,D,48.69,15374,"[11, 6, 2, 13]"
synthetic.student0613@mathsy.synthetic,0.707,english,Synthetic Student 613 (A- Level),Consistent Climber,kertas1,"[10, 2, 3]",STU-SYN0613,613,A-,70.89,15375,"[13, 18, 11, 14, 1]"
synthetic.student0614@mathsy.synthetic,0.6934,bm,Synthetic Student 614 (A- Level),Consistent Climber,mixed,"[2, 1, 9, 3]",STU-SYN0614,614,A-,72.48,15376,"[12, 11, 15, 10]"
synthetic.student0615@mathsy.synthetic,0.7835,bm,Synthetic Student 615 (A Level),High Achiever,kertas1,"[3, 18, 15]",STU-SYN0615,615,A,82.03,15377,"[2, 5]"
synthetic.student0616@mathsy.synthetic,0.8137,english,Synthetic Student 616 (A Level),High Achiever,kertas2,"[16, 18]",STU-SYN0616,616,A,85.82,15378,"[14, 4, 2]"
synthetic.student0617@mathsy.synthetic,0.5669,english,Synthetic Student 617 (C Level),Flexible Learner,mixed,"[17, 11, 10]",STU-SYN0617,617,C,54.24,15379,"[8, 9]"
synthetic.student0618@mathsy.synthetic,0.6081,english,Synthetic Student 618 (C Level),Deep Focus Learner,kertas1,"[1, 11, 8]",STU-SYN0618,618,C,54.51,15380,"[2, 9, 3]"
synthetic.student0619@mathsy.synthetic,0.7912,english,Synthetic Student 619 (A Level),Consistent Climber,kertas2,"[16, 3]",STU-SYN0619,619,A,81.28,15381,"[10, 4]"
synthetic.student0620@mathsy.synthetic,0.6069,bm,Synthetic Student 620 (D Level),Fresh Starter,kertas1,"[10, 15, 7, 8]",STU-SYN0620,620,D,47.42,15382,"[6, 2]"
synthetic.student0621@mathsy.synthetic,0.6097,english,Synthetic Student 621 (B Level),Consistent Climber,mixed,"[12, 3]",STU-SYN0621,621,B,64.82,15383,"[18, 16]"
synthetic.student0622@mathsy.synthetic,0.478,english,Synthetic Student 622 (E Level),Weekend Learner,mixed,"[7, 5, 15, 13]",STU-SYN0622,622,E,44.05,15384,"[18, 9, 14]"
synthetic.student0623@mathsy.synthetic,0.6975,english,Synthetic Student 623 (B+ Level),Flexible Learner,mixed,"[17, 10, 6, 4]",STU-SYN0623,623,B+,66.94,15385,"[18, 12]"
synthetic.student0624@mathsy.synthetic,0.6857,english,Synthetic Student 624 (A- Level),Consistent Climber,kertas2,"[13, 9, 16]",STU-SYN0624,624,A-,70.63,15386,"[10, 3, 14]"
synthetic.student0625@mathsy.synthetic,0.487,bm,Synthetic Student 625 (D Level),Flexible Learner,mixed,"[18, 10, 3]",STU-SYN0625,625,D,49.65,15387,"[17, 16]"
synthetic.student0626@mathsy.synthetic,0.3948,bm,Synthetic Student 626 (G Level),Fresh Starter,kertas2,"[15, 5, 8, 16]",STU-SYN0626,626,G,25.96,15388,"[12, 14, 2, 17]"
synthetic.student0627@mathsy.synthetic,0.4929,english,Synthetic Student 627 (G Level),Fresh Starter,kertas1,"[4, 12]",STU-SYN0627,627,G,36.55,15389,"[17, 9, 13]"
synthetic.student0628@mathsy.synthetic,0.5946,bm,Synthetic Student 628 (B Level),Consistent Climber,kertas2,"[11, 7]",STU-SYN0628,628,B,61.29,15390,"[10, 3, 5, 18]"
synthetic.student0629@mathsy.synthetic,0.6103,bm,Synthetic Student 629 (C+ Level),Weekend Learner,mixed,"[15, 1]",STU-SYN0629,629,C+,56.03,15391,"[2, 4, 18]"
synthetic.student0630@mathsy.synthetic,0.3497,bm,Synthetic Student 630 (G Level),Fresh Starter,kertas2,"[7, 4, 5]",STU-SYN0630,630,G,25,15392,"[17, 13, 18]"
synthetic.student0631@mathsy.synthetic,0.7089,bm,Synthetic Student 631 (B+ Level),Deep Focus Learner,kertas2,"[7, 1, 9]",STU-SYN0631,631,B+,67.12,15393,"[5, 3, 12]"
synthetic.student0632@mathsy.synthetic,0.6233,english,Synthetic Student 632 (B+ Level),Consistent Climber,kertas1,"[6, 7]",STU-SYN0632,632,B+,68.05,15394,"[13, 14, 5]"
synthetic.student0633@mathsy.synthetic,0.6891,english,Synthetic Student 633 (B+ Level),Consistent Climber,mixed,"[13, 4, 10, 11]",STU-SYN0633,633,B+,68.89,15395,"[2, 8, 7, 16]"
synthetic.student0634@mathsy.synthetic,0.4511,english,Synthetic Student 634 (E Level),Weekend Learner,mixed,"[9, 5]",STU-SYN0634,634,E,40.13,15396,"[18, 17, 6, 16]"
synthetic.student0635@mathsy.synthetic,0.4257,english,Synthetic Student 635 (G Level),Fresh Starter,kertas2,"[3, 9, 10, 7]",STU-SYN0635,635,G,30.98,15397,"[11, 5]"
synthetic.student0636@mathsy.synthetic,0.563,english,Synthetic Student 636 (E Level),Fresh Starter,kertas1,"[18, 2, 13]",STU-SYN0636,636,E,41.62,15398,"[10, 8, 17, 3]"
synthetic.student0637@mathsy.synthetic,0.7659,english,Synthetic Student 637 (B+ Level),Deep Focus Learner,kertas1,"[12, 2]",STU-SYN0637,637,B+,67.72,15399,"[11, 13, 6, 9, 18]"
synthetic.student0638@mathsy.synthetic,0.7915,english,Synthetic Student 638 (A- Level),Consistent Climber,mixed,"[5, 9, 17, 12]",STU-SYN0638,638,A-,79.88,15400,"[8, 18, 2, 15, 3]"
synthetic.student0639@mathsy.synthetic,0.4494,bm,Synthetic Student 639 (G Level),Weekend Learner,kertas1,"[2, 18, 16]",STU-SYN0639,639,G,36.43,15401,"[3, 12, 15, 9, 14]"
synthetic.student0640@mathsy.synthetic,0.5903,english,Synthetic Student 640 (C+ Level),Flexible Learner,mixed,"[2, 12, 14, 5]",STU-SYN0640,640,C+,58.16,15402,"[1, 4]"
synthetic.student0641@mathsy.synthetic,0.8914,english,Synthetic Student 641 (A+ Level),High Achiever,kertas2,"[8, 7, 16]",STU-SYN0641,641,A+,92.83,15403,"[14, 9]"
synthetic.student0642@mathsy.synthetic,0.6438,english,Synthetic Student 642 (B Level),Deep Focus Learner,kertas2,"[17, 14]",STU-SYN0642,642,B,63.49,15404,"[15, 7]"
synthetic.student0643@mathsy.synthetic,0.8138,english,Synthetic Student 643 (A Level),Consistent Climber,kertas2,"[1, 14, 5, 8]",STU-SYN0643,643,A,85.49,15405,"[2, 11]"
synthetic.student0644@mathsy.synthetic,0.5081,bm,Synthetic Student 644 (D Level),Flexible Learner,kertas2,"[5, 3, 12, 15]",STU-SYN0644,644,D,48.53,15406,"[9, 17, 4, 1, 18]"
synthetic.student0645@mathsy.synthetic,0.6314,english,Synthetic Student 645 (B Level),Consistent Climber,kertas2,"[5, 3]",STU-SYN0645,645,B,63.58,15407,"[16, 10, 8, 15, 14]"
synthetic.student0646@mathsy.synthetic,0.6441,english,Synthetic Student 646 (B Level),Weekend Learner,kertas2,"[8, 5, 17]",STU-SYN0646,646,B,61.2,15408,"[12, 10, 16]"
synthetic.student0647@mathsy.synthetic,0.727,english,Synthetic Student 647 (B+ Level),Flexible Learner,kertas2,"[6, 11, 1]",STU-SYN0647,647,B+,69.64,15409,"[4, 15, 2, 5]"
synthetic.student0648@mathsy.synthetic,0.7121,bm,Synthetic Student 648 (B+ Level),Consistent Climber,kertas1,"[4, 9, 13, 3]",STU-SYN0648,648,B+,69.48,15410,"[18, 16, 15, 11, 14]"
synthetic.student0649@mathsy.synthetic,0.4508,english,Synthetic Student 649 (E Level),Flexible Learner,kertas2,"[16, 1, 3, 17]",STU-SYN0649,649,E,41.91,15411,"[18, 15, 4, 11]"
synthetic.student0650@mathsy.synthetic,0.5771,english,Synthetic Student 650 (C Level),Deep Focus Learner,mixed,"[12, 1, 7, 14]",STU-SYN0650,650,C,52.03,15412,"[8, 16, 10, 6, 18]"
synthetic.student0651@mathsy.synthetic,0.6257,english,Synthetic Student 651 (B Level),Flexible Learner,mixed,"[17, 12]",STU-SYN0651,651,B,63.15,15413,"[2, 1]"
synthetic.student0652@mathsy.synthetic,0.5335,english,Synthetic Student 652 (D Level),Weekend Learner,kertas2,"[8, 17]",STU-SYN0652,652,D,48.38,15414,"[3, 6, 15]"
synthetic.student0653@mathsy.synthetic,0.8046,english,Synthetic Student 653 (A Level),Consistent Climber,kertas2,"[1, 18, 2, 16]",STU-SYN0653,653,A,83.32,15415,"[14, 4, 3]"
synthetic.student0654@mathsy.synthetic,0.8034,english,Synthetic Student 654 (A- Level),Consistent Climber,kertas1,"[17, 4]",STU-SYN0654,654,A-,79.44,15416,"[2, 7, 16, 3, 6]"
synthetic.student0655@mathsy.synthetic,0.611,english,Synthetic Student 655 (B Level),Consistent Climber,mixed,"[14, 7, 11, 16]",STU-SYN0655,655,B,64.58,15417,"[8, 6]"
synthetic.student0656@mathsy.synthetic,0.7395,english,Synthetic Student 656 (B+ Level),Deep Focus Learner,kertas1,"[13, 8, 18, 12]",STU-SYN0656,656,B+,67.37,15418,"[6, 9, 3, 17]"
synthetic.student0657@mathsy.synthetic,0.5488,english,Synthetic Student 657 (E Level),Fresh Starter,kertas2,"[11, 10, 17]",STU-SYN0657,657,E,43.3,15419,"[18, 6, 1, 4, 13]"
synthetic.student0658@mathsy.synthetic,0.5643,english,Synthetic Student 658 (C Level),Flexible Learner,kertas1,"[17, 18, 5, 15]",STU-SYN0658,658,C,52.75,15420,"[4, 14, 12, 10]"
synthetic.student0659@mathsy.synthetic,0.5862,english,Synthetic Student 659 (C+ Level),Consistent Climber,kertas1,"[10, 13]",STU-SYN0659,659,C+,58.14,15421,"[3, 8, 1, 14, 18]"
synthetic.student0660@mathsy.synthetic,0.5409,english,Synthetic Student 660 (C Level),Flexible Learner,kertas2,"[13, 15, 9, 17]",STU-SYN0660,660,C,54.41,15422,"[18, 12]"
synthetic.student0661@mathsy.synthetic,0.4946,english,Synthetic Student 661 (E Level),Deep Focus Learner,kertas1,"[7, 17]",STU-SYN0661,661,E,44.81,15423,"[14, 16, 1, 13]"
synthetic.student0662@mathsy.synthetic,0.7946,english,Synthetic Student 662 (A Level),High Achiever,kertas2,"[17, 14]",STU-SYN0662,662,A,80.98,15424,"[13, 3, 15, 6, 4]"
synthetic.student0663@mathsy.synthetic,0.8798,bm,Synthetic Student 663 (A+ Level),High Achiever,kertas1,"[9, 14, 1, 2]",STU-SYN0663,663,A+,91.52,15425,"[13, 7]"
synthetic.student0664@mathsy.synthetic,0.7012,english,Synthetic Student 664 (A- Level),Consistent Climber,kertas1,"[18, 16, 10, 17]",STU-SYN0664,664,A-,71.57,15426,"[5, 13, 4]"
synthetic.student0665@mathsy.synthetic,0.6147,english,Synthetic Student 665 (C+ Level),Weekend Learner,kertas2,"[14, 17, 3, 7]",STU-SYN0665,665,C+,59.98,15427,"[6, 12]"
synthetic.student0666@mathsy.synthetic,0.6664,english,Synthetic Student 666 (B Level),Flexible Learner,kertas1,"[11, 6]",STU-SYN0666,666,B,63.63,15428,"[2, 3, 15]"
synthetic.student0667@mathsy.synthetic,0.5318,english,Synthetic Student 667 (C Level),Weekend Learner,kertas1,"[12, 18, 2, 1]",STU-SYN0667,667,C,52.96,15429,"[5, 16]"
synthetic.student0668@mathsy.synthetic,0.6094,english,Synthetic Student 668 (B Level),Consistent Climber,kertas1,"[2, 1]",STU-SYN0668,668,B,61.03,15430,"[13, 4, 12, 11, 6]"
